Election Type,Date,Region,Province or Territory,Constituency,Candidate,Gender,Occupation,Political Affiliation,Result,Votes
General,1993-10-25,QC,Quebec,Mercier,"Apostol, William-John",Man,,Abolitionist Party of Canada,Defeated,206
General,1993-10-25,QC,Quebec,Mercier,"Aylwin, Pierre",Man,Student,Party for the Commonwealth of Canada,Defeated,128
General,1993-10-25,QC,Quebec,Mount Royal,"Finestone, Sheila",Woman,Member of Parliament,Liberal Party of Canada,Elected,39598
General,1993-10-25,QC,Quebec,Mount Royal,"Dumas, Guillaume",Man,Student,Bloc QuÈbÈcois,Defeated,3324
General,1993-10-25,QC,Quebec,Mount Royal,"Drabkin, Neil",Man,Lawyer,Progressive Conservative Party,Defeated,2758
General,1993-10-25,QC,Quebec,Mount Royal,"Werbowski, Michael Richard",Man,Journalist,New Democratic Party,Defeated,796
General,1993-10-25,QC,Quebec,Mount Royal,"Polansky, Harry",Man,Dental surgeon,Independent,Defeated,537
General,1993-10-25,QC,Quebec,Mount Royal,"Matthews, Ken",Man,Researcher,Natural Law Party of Canada,Defeated,312
General,1993-10-25,QC,Quebec,Mount Royal,"Law, Kurtis",Man,Shipping clerk,National Party of Canada,Defeated,300
General,1993-10-25,QC,Quebec,Mount Royal,"Duchesnay, Georges",Man,Technician,Party for the Commonwealth of Canada,Defeated,71
General,1993-10-25,QC,Quebec,Mount Royal,"Vienneau, Marie",Woman,Sales,Abolitionist Party of Canada,Defeated,47
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Allmand, William Warren",Man,Member of Parliament,Liberal Party of Canada,Elected,28646
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Ouellet, Gilbert",Man,Retail sales manager,Bloc QuÈbÈcois,Defeated,5733
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Quaid, Maeve",Woman,Professor,Progressive Conservative Party,Defeated,2618
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Toombs, Bruce",Man,"Doctoral candidate, student",New Democratic Party,Defeated,1416
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Demaine, Shirley",Woman,Office manager,National Party of Canada,Defeated,661
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Donderi, Don",Man,Professor,Independent,Defeated,518
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Wilson, Michael E.",Man,Banker,Natural Law Party of Canada,Defeated,425
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Wertheimer, Earl",Man,Computer consultant,Libertarian Party of Canada,Defeated,222
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Philips, John",Man,"Inventor, scientist",Independent,Defeated,155
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Windeyer, Michael",Man,Consultant,Abolitionist Party of Canada,Defeated,80
General,1993-10-25,QC,Quebec,Notre-Dame-de-Gr‚ce,"Shiroka, Alexander",Man,Freelance writer,Party for the Commonwealth of Canada,Defeated,34
General,1993-10-25,QC,Quebec,Outremont,"Cauchon, Martin",Man,Lawyer,Liberal Party of Canada,Elected,21697
General,1993-10-25,QC,Quebec,Outremont,"HÈrivault, Jean-Louis",Man,Economist,Bloc QuÈbÈcois,Defeated,17258
General,1993-10-25,QC,Quebec,Outremont,"Hogue, Jean-Pierre",Man,Member of Parliament,Progressive Conservative Party,Defeated,4011
General,1993-10-25,QC,Quebec,Outremont,"Kallos, Catherine",Woman,Psychologist,New Democratic Party,Defeated,2055
General,1993-10-25,QC,Quebec,Outremont,"Bergeron, Daniel",Man,Graphic designer,Natural Law Party of Canada,Defeated,695
General,1993-10-25,QC,Quebec,Outremont,"Rocheleau, Michel",Man,Student,Marxist-Leninist Party of Canada,Defeated,185
General,1993-10-25,QC,Quebec,Outremont,"Coulombe, Sylvain M.",Man,Antique dealer,Abolitionist Party of Canada,Defeated,130
General,1993-10-25,QC,Quebec,Outremont,"Rashid, Mamunor",Man,Community worker,Party for the Commonwealth of Canada,Defeated,84
General,1993-10-25,QC,Quebec,Papineau--Saint-Michel,"Ouellet, AndrÈ",Man,Lawyer,Liberal Party of Canada,Elected,20064
General,1993-10-25,QC,Quebec,Papineau--Saint-Michel,"Boucher, Daniel",Man,Driver,Bloc QuÈbÈcois,Defeated,15148
General,1993-10-25,QC,Quebec,Papineau--Saint-Michel,"De Pontbriand, Carmen",Woman,,Progressive Conservative Party,Defeated,1686
General,1993-10-25,QC,Quebec,Papineau--Saint-Michel,"Charlebois, GisËle",Woman,Secretary,New Democratic Party,Defeated,708
General,1993-10-25,QC,Quebec,Papineau--Saint-Michel,"Beaudoin, AndrÈ",Man,Salesman,Natural Law Party of Canada,Defeated,678
General,1993-10-25,QC,Quebec,Papineau--Saint-Michel,"Lachapelle, Serge",Man,Unemployed,Marxist-Leninist Party of Canada,Defeated,141
General,1993-10-25,QC,Quebec,Papineau--Saint-Michel,"D'Aoust, P. A.",Man,Retired,Abolitionist Party of Canada,Defeated,98
General,1993-10-25,QC,Quebec,Papineau--Saint-Michel,"Normandeau, Normand",Man,Teacher,Party for the Commonwealth of Canada,Defeated,78
General,1993-10-25,QC,Quebec,Pierrefonds--Dollard,"Patry, Bernard",Man,Doctor,Liberal Party of Canada,Elected,39974
General,1993-10-25,QC,Quebec,Pierrefonds--Dollard,"Opzoomer, RenÈ de Cotret",Man,Shipmaster,Bloc QuÈbÈcois,Defeated,10712
General,1993-10-25,QC,Quebec,Pierrefonds--Dollard,"Weiner, GÈrard (Gerry)",Man,Pharmacist,Progressive Conservative Party,Defeated,8106
General,1993-10-25,QC,Quebec,Pierrefonds--Dollard,"Rideout-Erais, Catherine J.",Woman,Community worker,New Democratic Party,Defeated,864
General,1993-10-25,QC,Quebec,Pierrefonds--Dollard,"Finkelstein, Ruby",Man,Teacher,Natural Law Party of Canada,Defeated,480
General,1993-10-25,QC,Quebec,Pierrefonds--Dollard,"Roldan, Carlos",Man,Psychologist,National Party of Canada,Defeated,474
General,1993-10-25,QC,Quebec,Pierrefonds--Dollard,"Rowe, Hugh",Man,Financial advisor,Libertarian Party of Canada,Defeated,410
General,1993-10-25,QC,Quebec,Pierrefonds--Dollard,"Albert, Lionel",Man,Computer analyst,Independent,Defeated,386
General,1993-10-25,QC,Quebec,Pierrefonds--Dollard,"Charles, Glenford",Man,,Party for the Commonwealth of Canada,Defeated,108
General,1993-10-25,QC,Quebec,Pontiac--Gatineau--Labelle,"Bertrand, Robert",Man,Life insurer,Liberal Party of Canada,Elected,17313
General,1993-10-25,QC,Quebec,Pontiac--Gatineau--Labelle,"Radermaker, Claude",Man,Conservation officer,Bloc QuÈbÈcois,Defeated,14487
General,1993-10-25,QC,Quebec,Pontiac--Gatineau--Labelle,"Moore, Barry D.",Man,Member of Parliament,Progressive Conservative Party,Defeated,9408
General,1993-10-25,QC,Quebec,Pontiac--Gatineau--Labelle,"Corriveau, Brian",Man,Farmer,National Party of Canada,Defeated,716
General,1993-10-25,QC,Quebec,Pontiac--Gatineau--Labelle,"Des Roches, Nicole",Woman,Teacher,New Democratic Party,Defeated,674
General,1993-10-25,QC,Quebec,Pontiac--Gatineau--Labelle,"Kealey, Glen Emmett Patrick",Man,Volunteer co-chairman,Independent,Defeated,399
General,1993-10-25,QC,Quebec,Portneuf,"de Savoye, Pierre",Man,Professor,Bloc QuÈbÈcois,Elected,24065
General,1993-10-25,QC,Quebec,Portneuf,"Plamondon, Paulin",Man,Businessman,Liberal Party of Canada,Defeated,10382
General,1993-10-25,QC,Quebec,Portneuf,"Ferland, Marc",Man,Industrial designer,Progressive Conservative Party,Defeated,6632
General,1993-10-25,QC,Quebec,Portneuf,"Matte, RenÈ",Man,"Writer, animator",Independent,Defeated,2281
General,1993-10-25,QC,Quebec,Portneuf,"Royer, Robert",Man,Businessman,Natural Law Party of Canada,Defeated,875
General,1993-10-25,QC,Quebec,Portneuf,"MacFarlane, John",Man,Student,New Democratic Party,Defeated,636
General,1993-10-25,QC,Quebec,QuÈbec,"Gagnon, Christiane",Woman,Real estate agent,Bloc QuÈbÈcois,Elected,27788
General,1993-10-25,QC,Quebec,QuÈbec,"Pelletier, Jean",Man,Cabinet leader,Liberal Party of Canada,Defeated,13955
General,1993-10-25,QC,Quebec,QuÈbec,"Loiselle, Gilles",Man,Diplomat,Progressive Conservative Party,Defeated,7052
General,1993-10-25,QC,Quebec,QuÈbec,"Desmeules, Majella",Woman,Political researcher,New Democratic Party,Defeated,1027
General,1993-10-25,QC,Quebec,QuÈbec,"Charland, Danielle",Woman,Teacher,Natural Law Party of Canada,Defeated,853
General,1993-10-25,QC,Quebec,QuÈbec,"Domm, Richard",Man,Ecologist,Green Party of Canada,Defeated,786
General,1993-10-25,QC,Quebec,QuÈbec,"Fernandez, Ernst",Man,Businessman,Abolitionist Party of Canada,Defeated,159
General,1993-10-25,QC,Quebec,QuÈbec-Est,"Marchand, Jean-Paul",Man,Writer,Bloc QuÈbÈcois,Elected,34594
General,1993-10-25,QC,Quebec,QuÈbec-Est,"Samson, Camil",Man,"Animator, storyteller",Liberal Party of Canada,Defeated,14151
General,1993-10-25,QC,Quebec,QuÈbec-Est,"Tremblay, Marcel R.",Man,Member of Parliament,Progressive Conservative Party,Defeated,6553
General,1993-10-25,QC,Quebec,QuÈbec-Est,"Paquet, Pierre-Paul",Man,Engineer,Natural Law Party of Canada,Defeated,1122
General,1993-10-25,QC,Quebec,QuÈbec-Est,"Mitchell, StÈphanie",Woman,Administrative assistant,New Democratic Party,Defeated,971
General,1993-10-25,QC,Quebec,QuÈbec-Est,"Gagnon, Henri",Man,Chiropractor,Abolitionist Party of Canada,Defeated,371
General,1993-10-25,QC,Quebec,QuÈbec-Est,"SanfaÁon, Guy",Man,Stevedore,National Party of Canada,Defeated,289
General,1993-10-25,QC,Quebec,Richelieu,"Plamondon, Louis",Man,Businessman,Bloc QuÈbÈcois,Elected,31558
General,1993-10-25,QC,Quebec,Richelieu,"Biron, Michel",Man,Industrialist,Liberal Party of Canada,Defeated,10933
General,1993-10-25,QC,Quebec,Richelieu,"Frappier, Lorraine",Woman,Director general,Progressive Conservative Party,Defeated,4455
General,1993-10-25,QC,Quebec,Richelieu,"Ethier, Carl",Man,Psychotherapist,New Democratic Party,Defeated,337
General,1993-10-25,QC,Quebec,Richelieu,"Da Silva, Paulo",Man,Manager,Party for the Commonwealth of Canada,Defeated,157
General,1993-10-25,QC,Quebec,Richmond--Wolfe,"Leroux, Gaston",Man,Communications advisor,Bloc QuÈbÈcois,Elected,22235
General,1993-10-25,QC,Quebec,Richmond--Wolfe,"CÙtÈ, Yvon",Man,Member of Parliament,Progressive Conservative Party,Defeated,10004
General,1993-10-25,QC,Quebec,Richmond--Wolfe,"Dumas, GaÈtan",Man,Lawyer,Liberal Party of Canada,Defeated,9159
General,1993-10-25,QC,Quebec,Richmond--Wolfe,"Marois, Anne-Marie",Woman,Mother,Natural Law Party of Canada,Defeated,676
General,1993-10-25,QC,Quebec,Richmond--Wolfe,"Peloquin, Marc-AndrÈ",Man,Retired,New Democratic Party,Defeated,479
General,1993-10-25,QC,Quebec,Rimouski--TÈmiscouata,"Tremblay, Suzanne",Woman,Professor,Bloc QuÈbÈcois,Elected,23016
General,1993-10-25,QC,Quebec,Rimouski--TÈmiscouata,"Reid, AndrÈ",Man,Engineer,Liberal Party of Canada,Defeated,9475
General,1993-10-25,QC,Quebec,Rimouski--TÈmiscouata,"Morin, Jean",Man,Journalist,Progressive Conservative Party,Defeated,4619
General,1993-10-25,QC,Quebec,Rimouski--TÈmiscouata,"Denis, FranÁois-Michel",Man,Teacher (CJEP),Independent,Defeated,599
General,1993-10-25,QC,Quebec,Rimouski--TÈmiscouata,"Roussel, Gilles",Man,,Natural Law Party of Canada,Defeated,400
General,1993-10-25,QC,Quebec,Rimouski--TÈmiscouata,"Ng, Alex En Hwa",Man,,New Democratic Party,Defeated,335
General,1993-10-25,QC,Quebec,Roberval,"Gauthier, Michel",Man,Administrator,Bloc QuÈbÈcois,Elected,20109
General,1993-10-25,QC,Quebec,Roberval,"Gill, AurÈlien",Man,Administrator,Liberal Party of Canada,Defeated,6863
General,1993-10-25,QC,Quebec,Roberval,"Brassard, Henri-Paul",Man,Administrator,Progressive Conservative Party,Defeated,6065
General,1993-10-25,QC,Quebec,Roberval,"GiguËre, Alain",Man,Student,New Democratic Party,Defeated,500
General,1993-10-25,QC,Quebec,Rosemont,"Tremblay, BenoÓt",Man,Economist,Bloc QuÈbÈcois,Elected,29414
General,1993-10-25,QC,Quebec,Rosemont,"Bourque, Pierre",Man,Administrator,Liberal Party of Canada,Defeated,12826
General,1993-10-25,QC,Quebec,Rosemont,"Vincent, Pauline",Woman,Communicator,Progressive Conservative Party,Defeated,2519
General,1993-10-25,QC,Quebec,Rosemont,"Lamarre, Roger",Man,Operator,New Democratic Party,Defeated,1037
General,1993-10-25,QC,Quebec,Rosemont,"Roy, Marc",Man,Marketing director,Natural Law Party of Canada,Defeated,646
General,1993-10-25,QC,Quebec,Rosemont,"HÈroux, HÈlËne",Woman,Cashier,Marxist-Leninist Party of Canada,Defeated,189
General,1993-10-25,QC,Quebec,Rosemont,"Levesque, StÈphane",Man,Junior engineer,Party for the Commonwealth of Canada,Defeated,93
General,1993-10-25,QC,Quebec,Saint-Denis,"Bakopanos, Eleni",Woman,Vice-president,Liberal Party of Canada,Elected,21883
General,1993-10-25,QC,Quebec,Saint-Denis,"Pelchat, Gilles",Man,"Manager, consultant",Bloc QuÈbÈcois,Defeated,15274
General,1993-10-25,QC,Quebec,Saint-Denis,"Baghjajian, AÔda",Woman,Professor,Progressive Conservative Party,Defeated,2196
General,1993-10-25,QC,Quebec,Saint-Denis,"Panet-Raymond, JosÈe",Woman,Administrative assistant,New Democratic Party,Defeated,969
General,1993-10-25,QC,Quebec,Saint-Denis,"Lapointe, StÈphane",Man,Engineer,Independent,Defeated,423
General,1993-10-25,QC,Quebec,Saint-Denis,"Lord, Alain-…douard",Man,Researcher,Natural Law Party of Canada,Defeated,400
General,1993-10-25,QC,Quebec,Saint-Denis,"Belisle, Fernand",Man,Entrepreneur,Abolitionist Party of Canada,Defeated,249
General,1993-10-25,QC,Quebec,Saint-Denis,"Macrisopoulos, Panagiotis",Man,Taxi driver,Marxist-Leninist Party of Canada,Defeated,205
General,1993-10-25,QC,Quebec,Saint-Denis,"Chalifoux, Benoit",Man,Representative,Party for the Commonwealth of Canada,Defeated,158
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Berger, David",Man,Lawyer,Liberal Party of Canada,Elected,25940
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Romain, Eugenia",Woman,Nurse,Bloc QuÈbÈcois,Defeated,7950
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Perez, Alain",Man,Administrator,Progressive Conservative Party,Defeated,4507
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Elbourne, Ann",Woman,High school teacher,New Democratic Party,Defeated,1662
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Pilon, Louise",Woman,Regional co-ordinator,National Party of Canada,Defeated,581
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Faguy, Allan",Man,,Natural Law Party of Canada,Defeated,558
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Roper, Mark Edward Anderson",Man,Physician,Independent,Defeated,259
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"BÈlanger, Normand",Man,Unemployed,Party for the Commonwealth of Canada,Defeated,131
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Adams, Robert",Man,Security agent,Christian Heritage Party of Canada,Defeated,125
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Scalzo, Rudolph",Man,"Prospector, communications technician",Independent,Defeated,122
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"August, Arnold",Man,Researcher,Marxist-Leninist Party of Canada,Defeated,114
General,1993-10-25,QC,Quebec,Saint-Henri--Westmount,"Carlisle, Robert",Man,Unemployed,Abolitionist Party of Canada,Defeated,80
General,1993-10-25,QC,Quebec,Saint-Hubert,"Venne, Pierrette",Woman,Notary public,Bloc QuÈbÈcois,Elected,34959
General,1993-10-25,QC,Quebec,Saint-Hubert,"Fournier, AngÈline",Woman,Political analyst,Liberal Party of Canada,Defeated,19615
General,1993-10-25,QC,Quebec,Saint-Hubert,"Lesage, Jean",Man,Lawyer,Progressive Conservative Party,Defeated,4520
General,1993-10-25,QC,Quebec,Saint-Hubert,"Rochefort, Nathalie",Woman,Student,New Democratic Party,Defeated,903
General,1993-10-25,QC,Quebec,Saint-Hubert,"Cerigo, Jean",Man,Administrator,Natural Law Party of Canada,Defeated,868
General,1993-10-25,QC,Quebec,Saint-Hubert,"Alain, Claude K.",Man,Real estate agent,National Party of Canada,Defeated,339
General,1993-10-25,QC,Quebec,Saint-Hubert,"Lipke, Bruno",Man,Electrical contractor,Party for the Commonwealth of Canada,Defeated,240
General,1993-10-25,QC,Quebec,Saint-Hyacinthe--Bagot,"Loubier, Yvan",Man,,Bloc QuÈbÈcois,Elected,28014
General,1993-10-25,QC,Quebec,Saint-Hyacinthe--Bagot,"Riendeau, HÈlËne",Woman,Administrative assistant,Liberal Party of Canada,Defeated,10124
General,1993-10-25,QC,Quebec,Saint-Hyacinthe--Bagot,"Champagne, AndrÈe",Woman,Member of Parliament,Progressive Conservative Party,Defeated,9834
General,1993-10-25,QC,Quebec,Saint-Hyacinthe--Bagot,"Chamberland, Luc",Man,Unemployed,New Democratic Party,Defeated,848
General,1993-10-25,QC,Quebec,Saint-Jean,"Bachand, Claude",Man,Educator,Bloc QuÈbÈcois,Elected,29753
General,1993-10-25,QC,Quebec,Saint-Jean,"Deschambault, Delbert",Man,Mayor,Liberal Party of Canada,Defeated,14343
General,1993-10-25,QC,Quebec,Saint-Jean,"Couture, ClÈment",Man,Member of Parliament,Progressive Conservative Party,Defeated,7780
General,1993-10-25,QC,Quebec,Saint-Jean,"LongprÈ, Alain",Man,Merchant,Natural Law Party of Canada,Defeated,773
General,1993-10-25,QC,Quebec,Saint-Jean,"Teigeler, Jutta",Woman,Development consultant,New Democratic Party,Defeated,497
General,1993-10-25,QC,Quebec,Saint-Jean,"David, Guy",Man,Electronics technician,Party for the Commonwealth of Canada,Defeated,100
General,1993-10-25,QC,Quebec,Saint-Laurent--Cartierville,"Maheu, Shirley",Woman,Insurance broker,Liberal Party of Canada,Elected,32190
General,1993-10-25,QC,Quebec,Saint-Laurent--Cartierville,"Hachem, Amin",Man,Businessman,Bloc QuÈbÈcois,Defeated,8472
General,1993-10-25,QC,Quebec,Saint-Laurent--Cartierville,"Weiner, Mark",Man,Engineer,Progressive Conservative Party,Defeated,3414
General,1993-10-25,QC,Quebec,Saint-Laurent--Cartierville,"Poirier, Francine",Woman,Community worker,New Democratic Party,Defeated,895
General,1993-10-25,QC,Quebec,Saint-Laurent--Cartierville,"Torres, JosÈ",Man,Immigration officer,Natural Law Party of Canada,Defeated,347
General,1993-10-25,QC,Quebec,Saint-Laurent--Cartierville,"Singh, Roopnarine",Man,Medical doctor,National Party of Canada,Defeated,292
General,1993-10-25,QC,Quebec,Saint-Laurent--Cartierville,"LanctÙt, Monique",Woman,Translator,Party for the Commonwealth of Canada,Defeated,237
General,1993-10-25,QC,Quebec,Saint-Laurent--Cartierville,"Piquette-Bedard, Madelaine",Woman,Retired,Abolitionist Party of Canada,Defeated,108
General,1993-10-25,QC,Quebec,Saint-LÈonard,"Gagliano, Alfonso",Man,Certified general Accountant,Liberal Party of Canada,Elected,28799
General,1993-10-25,QC,Quebec,Saint-LÈonard,"Di Genova, Umberto",Man,Educator,Bloc QuÈbÈcois,Defeated,12879
General,1993-10-25,QC,Quebec,Saint-LÈonard,"Tomassi, Tony",Man,Political attachÈ,Progressive Conservative Party,Defeated,4021
General,1993-10-25,QC,Quebec,Saint-LÈonard,"D'Andrea, David",Man,Student,New Democratic Party,Defeated,583
General,1993-10-25,QC,Quebec,Saint-LÈonard,"Charland, MarlËne",Woman,Geologist,Natural Law Party of Canada,Defeated,499
General,1993-10-25,QC,Quebec,Saint-LÈonard,"Brunelle, Claude",Man,Consultant,Marxist-Leninist Party of Canada,Defeated,141
General,1993-10-25,QC,Quebec,Saint-LÈonard,"Fusco, Mauro",Man,Sales representative,Abolitionist Party of Canada,Defeated,91
General,1993-10-25,QC,Quebec,Saint-LÈonard,"DeschÍnes, Sylvain",Man,Unemployed,Party for the Commonwealth of Canada,Defeated,77
General,1993-10-25,QC,Quebec,Saint-Maurice,"ChrÈtien, Joseph Jacques Jean",Man,Lawyer and party leader,Liberal Party of Canada,Elected,25200
General,1993-10-25,QC,Quebec,Saint-Maurice,"RomprÈ, Claude",Man,Political attachÈ,Bloc QuÈbÈcois,Defeated,18896
General,1993-10-25,QC,Quebec,Saint-Maurice,"Daneault, Pauline B.",Woman,Manager,Progressive Conservative Party,Defeated,1909
General,1993-10-25,QC,Quebec,Saint-Maurice,"Simard, Christian",Man,Administrator,Natural Law Party of Canada,Defeated,372
General,1993-10-25,QC,Quebec,Saint-Maurice,"Des Champs, Robert",Man,No occupation,New Democratic Party,Defeated,236
General,1993-10-25,QC,Quebec,Shefford,"Leroux, Jean H.",Man,Teacher,Bloc QuÈbÈcois,Elected,27125
General,1993-10-25,QC,Quebec,Shefford,"LÈgarÈ, Roger",Man,Director general,Liberal Party of Canada,Defeated,14154
General,1993-10-25,QC,Quebec,Shefford,"Compagnat, Jocelyn",Man,"Corporate director,",Progressive Conservative Party,Defeated,5836
